chr1	14830	14969	2	2	1	10	46	70
chr1	15039	15795	2	2	1	0	20	21
chr1	16766	16857	2	2	1	8	5	63
chr1	17056	17232	2	2	1	13	21	67
chr1	17056	17605	2	2	0	0	3	48
chr1	17369	17605	2	2	1	0	3	74
chr1	17743	17914	2	2	1	5	51	70
chr1	18062	18267	2	2	1	0	37	55
chr1	18062	24737	2	2	0	0	2	50
chr1	18367	18912	2	2	0	0	4	58
chr1	90051	90286	2	2	1	0	1	60
chr1	91630	92090	2	2	1	0	1	29
chr1	92241	112699	2	2	1	0	1	52
chr1	146510	155766	2	2	1	0	1	65
chr1	155832	158592	2	2	0	0	1	17
chr1	164792	165883	2	2	1	2	1	59
chr1	165943	168099	2	2	1	2	1	35
chr1	168066	768513	2	2	0	0	6	72
chr1	168166	168609	2	2	1	2	0	66
chr1	168166	169048	2	2	1	0	2	69
chr1	185351	185490	2	2	1	1	61	69
chr1	185560	186316	2	2	1	1	59	69
chr1	186470	187128	2	2	1	16	20	63
chr1	187578	187754	2	2	1	17	6	68
chr1	188267	188438	2	2	1	0	16	45
chr1	188585	188790	2	2	1	0	14	55
chr1	188585	195262	2	2	0	0	2	50
chr1	188903	195262	2	2	1	0	9	73
chr1	259026	264603	2	2	1	5	3	7
chr1	268205	268666	2	2	1	3	1	32
chr1	268817	289265	2	2	1	0	1	52
chr1	358184	365564	2	2	0	0	3	24
chr1	494899	494991	2	2	1	3	4	74
chr1	495050	497108	2	2	1	0	2	11
chr1	497300	498072	2	2	1	0	3	11
chr1	497300	501555	2	2	1	0	1	32
chr1	498306	498398	2	2	1	0	6	58
chr1	499370	501555	2	2	1	1	2	63
chr1	501621	502464	2	2	1	0	4	61
chr1	501621	504979	2	2	0	1	2	65
chr1	505104	514358	2	2	1	3	3	65
chr1	505104	749237	2	2	0	0	4	30
chr1	509520	751231	1	1	0	0	4	66
chr1	514424	517155	2	4	1	2	0	49
chr1	514424	517184	2	2	1	0	1	17
chr1	517267	522858	2	2	1	2	1	62
chr1	526662	768513	2	2	0	0	6	72
chr1	600406	600721	2	2	0	0	2	72
chr1	631162	631206	1	3	0	0	4	54
chr1	729805	729897	2	2	0	0	1	58
chr1	729805	733306	2	2	1	0	2	52
chr1	729956	732016	2	2	0	0	1	28
chr1	732208	732980	2	2	1	6	0	55
chr1	733214	733306	2	2	0	3	2	58
chr1	733365	735422	2	2	1	0	2	40
chr1	736620	736712	2	2	0	0	3	58
chr1	736620	740128	2	2	0	0	3	58
chr1	743351	744194	2	2	1	0	4	61
chr1	746819	749237	2	2	0	0	4	30
chr1	746819	756076	2	2	1	0	4	65
chr1	749382	753662	2	2	0	3	0	70
chr1	756142	758966	2	2	1	0	1	57
chr1	756142	759041	2	2	0	0	1	17
chr1	759124	764722	2	2	1	0	1	62
chr1	765248	766328	2	2	1	2	1	59
chr1	766388	768547	2	2	1	2	1	59
chr1	768614	769496	2	2	1	0	7	18
chr1	774281	778283	2	2	1	2	0	60
chr1	779093	803918	1	1	1	8	0	55
chr1	801164	805798	2	2	1	1	0	55
chr1	804223	804775	1	1	1	5	0	72
chr1	810171	817372	2	2	1	3	0	74
chr1	818199	827483	2	2	0	1	0	22
chr1	818203	818722	1	1	1	18	0	73
chr1	820540	823404	2	2	0	0	1	35
chr1	820925	822285	2	2	0	4	0	35
chr1	822321	823229	2	2	0	4	0	22
chr1	822460	822494	2	2	0	6	0	62
chr1	823440	823509	2	2	0	0	1	22
chr1	823440	823579	2	2	0	0	1	22
chr1	823440	823614	2	2	0	0	1	22
chr1	826924	847653	1	1	0	1	0	66
chr1	826924	851926	1	1	1	1	0	71
chr1	827554	829002	1	1	0	1	0	63
chr1	827776	829002	1	1	1	46	0	74
chr1	829105	841199	1	1	1	1	0	58
chr1	829105	847653	1	1	1	17	0	72
chr1	829105	851926	1	1	1	8	0	74
chr1	843978	851926	1	1	0	1	0	74
chr1	847807	849483	1	1	1	14	0	72
chr1	847807	851926	1	1	1	40	0	67
chr1	849603	851926	1	1	1	4	0	53
chr1	852111	852670	1	1	1	42	2	62
chr1	852767	853390	1	1	1	29	5	73
chr1	853547	853694	2	2	0	0	1	24
chr1	853547	853792	2	2	0	0	1	24
chr1	853547	853841	2	2	0	0	1	24
chr1	853792	853841	2	2	0	0	1	24
chr1	854015	856448	1	1	0	3	0	65
chr1	855137	856448	1	1	1	4	0	54
chr1	923144	923253	2	2	0	5	0	33
chr1	924949	925921	1	1	1	19	0	33
chr1	925801	925921	1	1	1	3	0	9
chr1	926014	930154	1	1	1	2	0	65
chr1	926014	939039	1	1	0	3	0	49
chr1	930337	931038	1	1	1	6	0	51
chr1	931090	935771	1	1	1	8	0	38
chr1	935897	939039	1	1	1	11	0	54
chr1	939130	939271	1	1	1	10	0	66
chr1	939130	939274	1	1	1	3	0	21
chr1	939413	941143	1	1	1	8	0	66
chr1	941307	942135	1	1	1	1	0	5
chr1	942252	942409	1	1	1	1	0	71
chr1	943059	943252	1	1	1	7	0	53
chr1	943378	943697	1	1	1	11	0	74
chr1	943809	943907	1	1	1	9	0	68
chr1	944801	945041	2	2	1	69	0	75
chr1	944801	945056	2	2	1	97	0	75
chr1	945147	945517	2	2	1	194	0	74
chr1	945654	946172	2	2	1	152	0	74
chr1	946287	946401	2	2	1	115	2	75
chr1	946546	948130	2	2	1	63	2	70
chr1	948233	948489	2	2	1	78	0	70
chr1	948592	951126	2	2	0	1	0	58
chr1	948604	951126	2	2	1	67	0	74
chr1	951239	951999	2	2	1	123	0	70
chr1	952140	952411	2	2	1	76	0	67
chr1	952601	953174	2	2	1	85	0	61
chr1	953289	953781	2	2	1	42	0	72
chr1	953893	954003	2	2	1	145	0	70
chr1	954083	954463	2	2	0	12	0	60
chr1	954083	955922	2	2	1	154	0	73
chr1	954524	955922	2	2	1	10	0	41
chr1	956014	956094	2	2	1	178	0	74
chr1	956216	956893	2	2	1	192	0	74
chr1	957026	957098	2	2	1	204	0	74
chr1	957274	958928	2	2	1	127	0	71
chr1	959082	959214	2	2	1	55	0	61
chr1	960801	961292	1	1	1	5	0	74
chr1	961553	961628	1	3	1	5	0	54
chr1	961751	961825	1	1	1	7	0	47
chr1	962048	962354	1	1	1	11	0	72
chr1	962472	962703	1	1	1	13	0	60
chr1	963254	963336	1	1	1	11	0	55
chr1	963505	963919	1	1	1	3	0	61
chr1	964009	964106	1	1	1	5	0	61
chr1	964168	964348	1	1	1	5	0	17
chr1	964181	964348	1	1	1	1	0	16
chr1	964531	964962	1	1	1	5	0	71
chr1	973327	973499	1	1	1	2	0	23
chr1	999433	999525	2	2	1	78	0	73
chr1	999433	999532	2	2	0	1	0	40
chr1	999614	999691	2	2	1	75	0	72
chr1	999614	999865	2	2	1	1	0	12
chr1	999788	999865	2	2	1	29	0	73
chr1	1001282	1008193	1	1	1	1	0	74
chr1	1013577	1013983	1	1	1	108	0	75
chr1	1020374	1022200	1	1	1	70	0	75
chr1	1022463	1035276	1	1	1	103	0	48
chr1	1034704	1035276	1	1	1	6	0	40
chr1	1035325	1040664	1	1	1	163	0	50
chr1	1040881	1041172	1	1	1	58	0	71
chr1	1041398	1041477	1	1	1	34	0	70
chr1	1041703	1041955	1	1	1	112	0	75
chr1	1042163	1043238	1	1	1	72	0	74
chr1	1042163	1047326	1	1	0	18	0	57
chr1	1043458	1043537	1	1	1	43	0	65
chr1	1043733	1043822	1	1	1	54	0	68
chr1	1044024	1044108	1	1	1	120	0	72
chr1	1044258	1044333	1	1	1	220	0	73
chr1	1044440	1045160	1	1	1	205	0	74
chr1	1045278	1045358	1	1	1	171	0	74
chr1	1045524	1045732	1	1	1	133	0	74
chr1	1045877	1045963	1	1	1	135	0	75
chr1	1046089	1046159	1	1	1	253	2	72
chr1	1046266	1046396	1	1	1	308	2	75
chr1	1046736	1046819	1	1	1	205	0	74
chr1	1046958	1047326	1	1	1	138	0	75
chr1	1047455	1047572	1	1	1	239	0	75
chr1	1047688	1047775	1	1	1	252	0	73
chr1	1047896	1048011	1	1	1	166	0	71
chr1	1048366	1048866	1	1	1	125	0	75
chr1	1049060	1049235	1	1	1	122	0	65
chr1	1049452	1049565	1	1	1	111	0	74
chr1	1049796	1049902	1	1	1	110	0	74
chr1	1050038	1050232	1	1	1	117	0	71
chr1	1050330	1050426	1	1	1	139	0	74
chr1	1050592	1050725	1	1	1	155	0	73
chr1	1050838	1051031	1	1	1	43	0	14
chr1	1050838	1051252	1	1	1	113	0	74
chr1	1051044	1051252	1	1	1	37	0	12
chr1	1051370	1051452	1	1	1	101	0	68
chr1	1051646	1051727	1	1	1	103	0	74
chr1	1051816	1053724	1	1	0	2	0	69
chr1	1051816	1053752	1	1	1	158	0	75
chr1	1053978	1054447	1	1	1	230	0	74
chr1	1054552	1054823	1	1	1	186	0	75
chr1	1054552	1055376	1	1	0	3	0	55
chr1	1055216	1055376	1	1	0	5	0	69
chr1	1059129	1060279	1	1	0	1	0	70
chr1	1059783	1060276	1	1	1	13	0	45
chr1	1059783	1060279	1	1	0	3	0	59
chr1	1059847	1060276	1	1	0	3	0	58
chr1	1060394	1061019	1	1	1	2	0	48
chr1	1060394	1065829	1	1	1	15	0	61
chr1	1060394	1065948	1	1	1	5	0	43
chr1	1061958	1063078	1	1	0	1	0	58
chr1	1063318	1065829	1	1	0	1	0	15
chr1	1064402	1065829	1	1	1	1	0	46
chr1	1064590	1065829	1	1	1	22	0	60
chr1	1064590	1065948	1	1	1	5	0	61
chr1	1082988	1084352	2	2	1	16	0	31
chr1	1084384	1084480	2	2	1	15	0	26
chr1	1084507	1085877	2	2	1	15	0	26
chr1	1086013	1087138	2	2	1	9	0	66
chr1	1087205	1087501	2	2	1	9	0	66
chr1	1087598	1090352	2	2	1	9	0	74
chr1	1090429	1091471	2	2	1	9	0	36
chr1	1091566	1091990	2	2	1	9	0	61
chr1	1092104	1116059	2	2	1	6	0	33
chr1	1203969	1204033	2	2	1	3	0	50
chr1	1204317	1205369	2	2	0	1	0	14
chr1	1217178	1217226	1	1	0	2	0	52
chr1	1217689	1218457	2	2	1	894	2	75
chr1	1217781	1218457	2	2	0	4	0	33
chr1	1217805	1218457	2	2	1	16	0	68
chr1	1218634	1218768	2	2	1	1265	1	74
chr1	1218923	1223243	2	2	0	3	0	67
chr1	1218928	1223243	2	2	1	1472	1	75
chr1	1218944	1223243	2	2	1	4	0	21
chr1	1223358	1223831	2	2	1	1270	0	75
chr1	1223969	1228467	2	2	1	771	0	75
chr1	1228947	1231296	2	2	0	5	0	41
chr1	1228947	1231506	2	2	0	1	0	44
chr1	1228947	1231891	2	2	1	301	1	73
chr1	1244106	1244190	2	2	1	4	0	70
chr1	1244276	1244380	2	2	1	1	0	19
chr1	1244498	1247167	2	2	0	4	0	33
chr1	1244498	1263345	2	2	0	1	0	14
chr1	1255488	1256044	2	2	1	256	0	75
chr1	1256126	1256991	2	2	1	233	0	73
chr1	1256182	1256991	2	2	0	10	0	30
chr1	1257131	1257207	2	2	1	249	0	74
chr1	1257311	1263345	2	2	1	197	0	42
chr1	1262391	1263345	2	2	1	3	0	31
chr1	1263387	1266097	2	2	1	1	0	41
chr1	1263387	1267861	2	2	1	180	0	42
chr1	1263387	1273665	2	2	1	20	0	41
chr1	1266291	1267861	2	2	1	1	0	9
chr1	1267993	1272852	2	2	1	3	0	63
chr1	1267993	1273050	2	2	0	5	0	35
chr1	1267993	1273665	2	2	1	42	0	62
chr1	1275300	1279067	1	1	1	1	0	59
chr1	1279149	1279330	1	1	0	1	0	69
chr1	1293709	1293822	2	2	1	20	0	56
chr1	1293934	1294089	2	2	1	22	0	72
chr1	1294200	1294401	2	2	1	21	0	66
chr1	1294629	1294717	2	2	1	8	0	63
chr1	1294817	1295446	2	2	1	13	0	43
chr1	1295555	1295735	2	2	1	15	0	47
chr1	1295939	1296014	2	2	1	22	0	73
chr1	1296110	1296210	2	2	1	8	0	42
chr1	1296281	1296424	2	2	1	5	0	37
chr1	1296634	1297821	2	2	1	23	3	75
chr1	1297934	1298012	2	2	1	25	0	66
chr1	1298114	1298184	2	2	1	0	3	4
chr1	1298114	1298369	2	2	1	23	3	52
chr1	1298422	1298566	2	2	1	24	0	52
chr1	1298680	1299344	2	2	1	30	0	12
chr1	1299357	1299830	2	2	1	30	0	12
