gene_id	gene_symbol	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000108219.16	TSPAN14	1625.5169467053704	0.7293379247894592	0.05960188381555783	12.236826725921048	1.9760845837748104e-34	3.5443053094585e-30
ENSG00000136997.22	MYC	4971.968374567241	-5.626989403032134	0.490847689160421	-11.463819688459605	2.0047410579939454e-30	1.1985678538726469e-26
ENSG00000249375.8	CASC11	751.8169092027445	-7.129683150606653	0.6214121446511868	-11.473356631304192	1.7955659288509503e-30	1.1985678538726469e-26
ENSG00000135114.14	OASL	163.01090078768743	-6.185847040544925	0.5755223973121304	-10.748229902840906	6.0409764453199316e-27	2.708773838081457e-23
ENSG00000276256.1	ENSG00000276256	244.84188333978975	1.3481572397986323	0.12792889691259574	10.538332404442817	5.750958973048107e-26	2.062984002811817e-22
ENSG00000165061.15	ZMAT4	664.8714674976327	1.423481065238408	0.13821309823706746	10.299176296567843	7.106720542086254e-25	2.1244356607143177e-21
ENSG00000089127.15	OAS1	256.1744815914761	-5.532528726411692	0.5441593489440499	-10.167111411662143	2.780317272303751e-24	7.123967228005725e-21
ENSG00000157601.15	MX1	878.8288402512588	-4.507012381387898	0.4473236579912867	-10.07550640542175	7.089463935431842e-24	1.589457814323819e-20
ENSG00000116830.12	TTF2	216.3630762883789	-1.3140169535227921	0.13082352727472077	-10.044194503053287	9.744048331766641e-24	1.9418805653174053e-20
ENSG00000165949.13	IFI27	806.0434169006465	-5.780310931080859	0.591830552660726	-9.766834282370162	1.562583743463572e-22	2.8026502022762626e-19
ENSG00000164610.10	RP9	218.80809214314965	1.1044883965309382	0.11390212294583138	9.696820111563694	3.110415785502311e-22	5.071674320797223e-19
ENSG00000226067.7	LINC00623	204.95925577780457	0.9268344131670084	0.09575280744090377	9.67944896800052	3.6869778159350125e-22	5.510802842217532e-19
ENSG00000230202.1	RPL29P4	279.672042146281	-4.7091641751727735	0.4908845871015068	-9.59322068549485	8.537744819751773e-22	1.177946085285137e-18
ENSG00000112159.13	MDN1	558.8186356058321	-1.117118574411186	0.11712616947812875	-9.537736778967986	1.4598329534302499e-21	1.8702545609089256e-18
ENSG00000092439.16	TRPM7	464.34489301673096	-0.9846392263337989	0.10375763353885989	-9.489800342882978	2.3147719610805205e-21	2.7678499929293475e-18
ENSG00000144827.9	ABHD10	1848.495334246312	0.575373591160209	0.06244422107859438	9.214200789469768	3.1360573988394895e-20	3.515520344099068e-17
ENSG00000177425.11	PAWR	1680.2411333546006	-1.1485198458446884	0.12482386918850398	-9.20112357765677	3.542262063867956e-20	3.737294845737392e-17
ENSG00000116984.15	MTR	298.45781396359763	-1.4130199471082034	0.15420238576701112	-9.16341170780053	5.028194344630747e-20	5.010316320294282e-17
ENSG00000258289.10	CHURC1	1048.2386982926862	-0.7338539717679886	0.08074042865556288	-9.089052213217688	9.990613632796972e-20	9.431139269360341e-17
ENSG00000135549.16	PKIB	351.19685297518697	-4.46849046335447	0.49293715716197223	-9.065030701035562	1.2456916702650372e-19	1.1171362898936853e-16
ENSG00000215030.5	RPL13P12	152.4093258618775	-4.4886118678518905	0.4967351383938212	-9.036227802135537	1.621715228116286e-19	1.3850992538806528e-16
ENSG00000183691.6	NOG	54.45252688262756	-2.3722745392428504	0.2634427652847372	-9.004895377099544	2.1587154252753311e-19	1.7599418121699245e-16
ENSG00000235961.6	PNMA6A	121.9251121261895	1.2227338865912663	0.13885704172110466	8.80570312773288	1.3003480634504588e-18	1.0140453420020622e-15
ENSG00000101911.13	PRPS2	340.5674087647364	-1.1004764575029722	0.12770898938969075	-8.617063393595437	6.869310666637218e-18	4.952821344264557e-15
ENSG00000105996.7	HOXA2	72.04228426969607	7.956767644815118	0.9236575991261078	8.614412583562551	7.030109883115278e-18	4.952821344264557e-15
ENSG00000142549.10	IGLON5	1141.7408397387755	1.0354803598290188	0.12023690235087736	8.612001303952946	7.179602751498578e-18	4.952821344264557e-15
ENSG00000137628.18	DDX60	232.4350074876954	-2.6113460992158783	0.3041512878105899	-8.585681546882329	9.029948204263727e-18	5.998561147839786e-15
ENSG00000121207.12	LRAT	191.02924166528385	2.6502718398829317	0.31195019149028236	8.495817320136156	1.9654491461065822e-17	1.2590105673059878e-14
ENSG00000130303.14	BST2	382.9150197197295	-4.3058894315105105	0.5080838280105345	-8.474761828910706	2.355609647610487e-17	1.4083404879847232e-14
ENSG00000280064.1	ENSG00000280064	207.5125416615577	-1.9112647404964744	0.22542842312823275	-8.478366276861504	2.283780299826717e-17	1.4083404879847232e-14
ENSG00000134321.13	RSAD2	245.1142139434502	-6.451645505717659	0.7617558824701842	-8.469439690831901	2.465762418950076e-17	1.4266424111705988e-14
ENSG00000139174.12	PRICKLE1	286.89753563817345	1.1366801499941566	0.134575871574536	8.446388915747029	3.004516126589709e-17	1.684031288953532e-14
ENSG00000119917.15	IFIT3	474.95594497944086	-3.3070059183353013	0.3938807144001082	-8.395957957403342	4.6211098436155235e-17	2.5116432168208492e-14
ENSG00000163110.15	PDLIM5	2068.683176803686	-0.9549380567439334	0.11396517236632621	-8.379209515644037	5.3284349628212104e-17	2.8109061615635654e-14
ENSG00000167614.14	TTYH1	2830.0992593678125	1.186292872124595	0.1416898849138141	8.372459846701005	5.642775418525869e-17	2.8916805687622857e-14
ENSG00000111335.14	OAS2	247.91256984894127	-7.521862267637535	0.9024867641894796	-8.334595659575013	7.776348071305622e-17	3.874349416859379e-14
ENSG00000286125.3	ENSG00000286125	1333.77013509257	-8.960960599229368	1.076449823086213	-8.32455020851602	8.464954577688778e-17	4.103443927173674e-14
ENSG00000213066.14	CEP43	170.39874871274284	-1.0026759883368	0.12066205331547479	-8.309787217985356	9.587383118491484e-17	4.5252448319279805e-14
ENSG00000141510.18	TP53	587.1195741531163	-0.931789949453401	0.11261508419147291	-8.274113154052547	1.2941521819730185e-16	5.951772701504631e-14
ENSG00000144283.23	PKP4	508.2977275622907	-0.9449696145277099	0.11458579804339104	-8.24683015402896	1.6265133803838948e-16	7.293285997641384e-14
ENSG00000117228.11	GBP1	292.00345605615604	-4.605838620833701	0.5595511412277361	-8.231309493405421	1.851778415362524e-16	8.100853087302983e-14
ENSG00000087152.16	ATXN7L3	1542.7479785680835	0.7499772719769713	0.09150972283479046	8.195602049095514	2.493419795498915e-16	1.0400459872574079e-13
ENSG00000231754.4	ENSG00000231754	69.34769881571391	2.812271536192296	0.3430576778968426	8.197663883908016	2.4510353206083155e-16	1.0400459872574079e-13
ENSG00000228318.3	ENSG00000228318	193.15147231278794	-4.809634994027905	0.5933910183026792	-8.10533837836856	5.259892106809464e-16	2.1441232915394217e-13
ENSG00000131196.18	NFATC1	59.64117785710581	-1.5461337370266308	0.19082391937811344	-8.102410547196657	5.38807582265446e-16	2.1475672878917867e-13
ENSG00000148154.10	UGCG	959.2709771377524	-0.7366259944053295	0.09162388888202119	-8.03967178640322	9.00794207203619e-16	3.5123141087835024e-13
ENSG00000204619.8	PPP1R11	1307.5616359910437	0.5734081150987107	0.07137794275693826	8.03340770203093	9.480197967676363e-16	3.61780490953709e-13
ENSG00000139874.6	SSTR1	105.9112910522659	3.0216614836900706	0.3778265105892149	7.997484027729642	1.2698724124848456e-15	4.745089914651706e-13
ENSG00000215717.7	TMEM167B	1947.3930852480141	0.44553257042114003	0.05577704596397529	7.987740525177616	1.3743433502290887e-15	5.030657618307946e-13
ENSG00000176095.12	IP6K1	1601.4517945877694	0.5310897371763853	0.06702483781649986	7.923775043371222	2.3040629989585605e-15	8.265134789864149e-13
ENSG00000187240.17	DYNC2H1	754.4918537235335	-1.1093093880004643	0.14027351246199948	-7.908188570532727	2.6116101959601607e-15	9.18467460289048e-13
ENSG00000138829.14	FBN2	1330.561332781799	-1.6023943905347078	0.2032445608365343	-7.884070225246927	3.168860500001355e-15	1.0930131140004674e-12
ENSG00000101825.8	MXRA5	341.01865789566006	-2.7694739742367016	0.35142636022675877	-7.880666585311618	3.2563915983727907e-15	1.1020120699700826e-12
ENSG00000128253.16	RFPL2	17.26522467931273	3.600505378672894	0.4609088156944551	7.811752034397483	5.639843566595545e-15	1.8732635964899573e-12
ENSG00000055332.19	EIF2AK2	1072.2988818470835	-1.4049484086146284	0.18019814408791504	-7.796686340616152	6.355394784368244e-15	1.9653510491798073e-12
ENSG00000071575.12	TRIB2	5944.811365605888	0.9905233208076444	0.12699191416557812	7.799892830311643	6.195977176657585e-15	1.9653510491798073e-12
ENSG00000183908.7	LRRC55	1213.8790835832574	1.5724879364985922	0.2016155571222906	7.79943749849023	6.218372863144711e-15	1.9653510491798073e-12
ENSG00000187608.10	ISG15	669.0036554081354	-4.00947177589501	0.5141361496659548	-7.798463069558617	6.266568618402033e-15	1.9653510491798073e-12
ENSG00000160049.12	DFFA	507.85312400761865	-0.9818685327087465	0.12681551835510108	-7.742495125552207	9.74845118212458e-15	2.9635291593658724e-12
ENSG00000185745.10	IFIT1	1161.650654187698	-3.1412214933026323	0.40815007053093116	-7.696241456522249	1.4012690609609367e-14	4.188860312899227e-12
ENSG00000149564.12	ESAM	55.3441833152587	2.456242810143156	0.320676994834534	7.659554161066502	1.8657965302087288e-14	5.486053535380945e-12
ENSG00000115415.21	STAT1	2669.2587006420545	-1.599382016119564	0.20924443230998632	-7.643606085299085	2.1122094613010712e-14	6.110417564176777e-12
ENSG00000291102.1	GUSBP1	186.56065892866238	1.3992442525194357	0.18393399577012515	7.607317215400283	2.798438785690535e-14	7.967110803197688e-12
ENSG00000198829.6	SUCNR1	36.010711644893874	3.6861342407787485	0.4862171853216172	7.581250420715771	3.422402864810123e-14	9.59128402863037e-12
ENSG00000131389.18	SLC6A6	251.49599252078966	-1.1103225724171895	0.14701955004611755	-7.552210383373503	4.2793247812312505e-14	1.1808302965563647e-11
ENSG00000068650.19	ATP11A	565.249465733495	-1.3673759424201488	0.18188688668991032	-7.5177269087645575	5.573677089871202e-14	1.5146889739989376e-11
ENSG00000111358.14	GTF2H3	726.2804616029114	-0.4951922124479994	0.0659797390501274	-7.505216291804101	6.1327255693982e-14	1.6417397882496435e-11
ENSG00000183655.13	KLHL25	305.8729976372851	0.8288093131428098	0.11051872172567953	7.499266189487895	6.417608435225845e-14	1.6927386013854522e-11
ENSG00000137573.14	SULF1	359.3632238412362	-3.629355916293545	0.4868767564735995	-7.454362665781405	9.030328399777433e-14	2.3473618866435947e-11
ENSG00000205413.8	SAMD9	162.6948542034698	-3.560246771454538	0.4778578323037983	-7.450430924800893	9.303584214209133e-14	2.3838440923722147e-11
