gene_id	gene_symbol	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000148677.7	ANKRD1	241.4028876003544	3.2410752757270145	0.47359395154254647	6.843574047283508	7.724136929842473e-12	1.592562552194921e-7
ENSG00000099860.9	GADD45B	777.0961317662542	2.115961923922648	0.34021274689885794	6.21952570328502	4.986599340082771e-10	5.1406852596913286e-6
ENSG00000273079.7	GRIN2B	2969.0448705751965	-2.2486719296260285	0.38218032858293843	-5.883798200613131	4.009566738133161e-9	2.7556415668943173e-5
ENSG00000205622.13	ETS2-AS1	541.4215268772962	3.8600015751893135	0.7864350707062444	4.908226653375092	9.190360752457678e-7	0.00473717144985431
ENSG00000128342.5	LIF	175.67712763049587	2.473858597389103	0.5296375848230249	4.67085166966715	2.9995348499859357e-6	0.012368881907402006
ENSG00000102755.13	FLT1	148.92195613353692	3.724200496226338	0.8063078297554693	4.618832111993485	3.859059308570416e-6	0.013261014137350806
ENSG00000149591.17	TAGLN	1968.9141632943958	2.6777015327248543	0.6173146159510724	4.337660997382064	1.4400704248149993e-5	0.03711421502354457
ENSG00000268104.3	SLC6A14	80.12059977452336	5.068338789617492	1.163499164918307	4.356117255978741	1.3238987469502549e-5	0.03711421502354457
ENSG00000204969.7	PCDHA2	322.7480175695002	-1.4641938669337484	0.3400569852088251	-4.305730893998851	1.6643528784098956e-5	0.03725604093704739
ENSG00000078401.7	EDN1	131.0640457777953	2.7059935681916074	0.6311357831209031	4.28749825403773	1.806966773549684e-5	0.03725604093704739
ENSG00000253888.2	ENSG00000253888	211.7957291043873	4.131895435405333	0.9844873795001648	4.197001933638949	2.7047162500561988e-5	0.050696217857871546
ENSG00000105996.7	HOXA2	112.32168395314514	-2.03134766809164	0.4901323186755232	-4.1444883160957815	3.405733194458303e-5	0.05851617250278441
ENSG00000242268.3	LINC02082	38.18536415963559	-2.506898594220173	0.6081844696482868	-4.121937864789467	3.756985476457121e-5	0.05958578965660993
ENSG00000188624.3	IGFL3	69.53891855494881	5.291531140359068	1.2993617163984412	4.072408070499479	4.652956699140855e-5	0.06852475801634725
ENSG00000137331.12	IER3	2405.4420550086347	2.0563609844518314	0.510258683667047	4.030036235098439	5.5768255401166835e-5	0.0750605144248277
ENSG00000123360.12	PDE1B	147.44273130837618	-1.784232166348381	0.4438613605900344	-4.01979610024302	5.82485319040277e-5	0.0750605144248277
ENSG00000183166.12	CALN1	605.4160559425542	-1.2712208301840917	0.318831754840429	-3.9871211411182066	6.687988134727729e-5	0.07698922113606674
ENSG00000170786.13	SDR16C5	107.70640608146034	4.135494093336339	1.0375203232695556	3.9859403238522457	6.721340481371623e-5	0.07698922113606674
ENSG00000110427.17	KIAA1549L	1554.9289984183054	-1.624459353297928	0.41076458842704827	-3.954721022857674	7.66240081801263e-5	0.08314914740304442
ENSG00000198914.5	POU3F3	1625.6545639923654	-1.9366592788054666	0.49677394688825866	-3.8984719124996445	9.680162637832765e-5	0.09979279663341799
ENSG00000162490.7	DRAXIN	2964.552154721907	-1.2053970082345984	0.31900165687204307	-3.778654380839481	1.5767808774657622e-4	0.12308975484873334
ENSG00000225953.5	SATB2-AS1	130.13814159538063	3.3165538434743347	0.8890185984008884	3.7305786959237373	1.9104045761758983e-4	0.12308975484873334
ENSG00000011083.9	SLC6A7	35.84333215677003	-2.5282366506140908	0.6773929999401161	-3.7323040699233614	1.8973626786249957e-4	0.12308975484873334
ENSG00000164742.16	ADCY1	4156.978441971014	-1.8022284327370746	0.4825139148856962	-3.7350807451097205	1.8765496760487311e-4	0.12308975484873334
ENSG00000236901.6	MIR600HG	419.94813597587637	-1.2896860187043693	0.3406323255967764	-3.7861527570669713	1.5299764263497075e-4	0.12308975484873334
ENSG00000134470.21	IL15RA	31.332489275250662	3.0564564942999324	0.8124951936470782	3.761814861427425	1.6868489559196677e-4	0.12308975484873334
ENSG00000197614.11	MFAP5	548.4542724125354	3.6091766339395304	0.9660417281803465	3.73604631006762	1.8693625585446103e-4	0.12308975484873334
ENSG00000250091.3	DNAH10OS	446.20612418235095	-1.7049765694949264	0.4567544824001629	-3.73280752612559	1.8935729128894522e-4	0.12308975484873334
ENSG00000140285.12	FGF7	268.5948181847101	2.2170866344389166	0.5849982406825625	3.789903080481184	1.5070607515429724e-4	0.12308975484873334
ENSG00000141314.13	RHBDL3	251.35722811365437	-1.4840490464315992	0.388635388229092	-3.8186153175448476	1.3420284679566577e-4	0.12308975484873334
ENSG00000154229.12	PRKCA	1419.2074874637492	-1.4892442040646419	0.3918155429375033	-3.8008808759845047	1.4418260971484472e-4	0.12308975484873334
ENSG00000204866.9	IGFL2	45.21672420235904	4.0243012487556316	1.0513851780222974	3.827618396072049	1.2938915055153217e-4	0.12308975484873334
ENSG00000135605.13	TEC	255.24925132095748	2.299606580240924	0.618514715344649	3.7179496674699752	2.008462729904457e-4	0.1254863168641518
