gene_id	gene_symbol	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000141314.13	RHBDL3	489.35248193685646	-1.5665990741096327	0.21531228428221094	-7.275939128750699	3.44018695475636e-13	6.0020941799634216e-9
ENSG00000251095.8	ENSG00000251095	165.01061833125115	1.4940323861617797	0.23247215231854315	6.426715506615147	1.3039052056353537e-10	1.1374617061360008e-6
ENSG00000148677.7	ANKRD1	152.4603190678546	2.419823219709442	0.4313660583291025	5.609674597678438	2.0270739805112287e-8	1.178878657932647e-4
ENSG00000109193.12	SULT1E1	90.18013866937075	4.201689638608083	0.7631063890255814	5.506033888634145	3.670079106086916e-8	1.6007967540974605e-4
ENSG00000290596.1	ENSG00000290596	58.284681883598545	2.2443486338068843	0.4289284735927925	5.232454294786638	1.6727402183105885e-7	5.681375580836737e-4
ENSG00000242268.3	LINC02082	34.978346987379055	-2.0074239704698984	0.38577016491270666	-5.2036786487211755	1.953817474925226e-7	5.681375580836737e-4
ENSG00000119703.15	ZC2HC1C	284.75963856667255	0.8679524957609321	0.16912452101372968	5.132032247946299	2.866303738199587e-7	6.3152657553213e-4
ENSG00000130303.14	BST2	504.6089949913038	2.5245062576168955	0.49423636228596984	5.107892600092002	3.2577171890807413e-7	6.3152657553213e-4
ENSG00000128342.5	LIF	155.39897155326065	1.952250755167961	0.38102902072675077	5.123627463977313	2.997128704662932e-7	6.3152657553213e-4
ENSG00000198865.10	CCDC152	249.40278238330467	2.4942937143486352	0.4957107634635766	5.031752179276431	4.860172630909537e-7	7.708675626498063e-4
ENSG00000124491.16	F13A1	373.5528684076942	-3.136867670501558	0.622181186404767	-5.041726974465012	4.6134921330190074e-7	7.708675626498063e-4
ENSG00000135824.13	RGS8	2832.508601136275	-1.152051836613879	0.22974797953562992	-5.014415530192794	5.319491526858068e-7	7.734097389091061e-4
ENSG00000166228.9	PCBD1	684.9145212509488	0.8359685478218595	0.16964912537325158	4.927632523790575	8.323196870791719e-7	0.0011170370446515624
ENSG00000069011.16	PITX1	69.96456103180861	2.7736765019007326	0.5829854614549871	4.757711272899197	1.958002837416068e-6	0.00244009110745701
ENSG00000107863.20	ARHGAP21	6073.801915364256	-0.6187775313553248	0.1311578492605418	-4.717807854001468	2.383994899645975e-6	0.0027729039342748885
ENSG00000089280.19	FUS	1049.9106863249847	-1.501705345811343	0.32029619597476905	-4.688489481559868	2.752290593784172e-6	0.0030012008743595282
ENSG00000168209.6	DDIT4	3036.5717974833324	1.003218157405408	0.21553272487461222	4.654597848141333	3.246136545800371e-6	0.0033314908420340626
ENSG00000170745.12	KCNS3	769.2756739624962	1.3153619024806145	0.2868841325637763	4.584993567701764	4.540004122855609e-6	0.004400525107303434
ENSG00000255150.2	EID3	82.49534950315167	1.1140266943793933	0.2451430267053354	4.544394794139772	5.509331506399939e-6	0.005059016146955776
ENSG00000170561.13	IRX2	649.0896992088327	-1.2142686102692437	0.26909835284146905	-4.5123598767793	6.411028858091373e-6	0.00559266102435601
ENSG00000112667.13	DNPH1	463.69299981635083	0.6025938465828025	0.1345954473266529	4.477074511445792	7.56728440760588e-6	0.006286971955214276
ENSG00000171540.8	OTP	38.00523525818815	-3.4426034080183587	0.7731023877954435	-4.452972157847277	8.468973987784103e-6	0.0067162813256758745
ENSG00000155511.19	GRIA1	4310.493856295463	-0.6521747874159648	0.14699822567066934	-4.436616730851424	9.138378941857383e-6	0.006932056408634164
ENSG00000162490.7	DRAXIN	3326.287952725398	-0.9124942992511361	0.20655690465044063	-4.417641234483853	9.978386758959138e-6	0.007021767626421737
ENSG00000073331.18	ALPK1	324.8009717408582	0.9678058648299528	0.21916657858537036	4.415846024867201	1.0061568788934684e-5	0.007021767626421737
ENSG00000126803.10	HSPA2	169.74003758868415	2.4916236941502277	0.5662541343539181	4.400186317391056	1.081579719183773e-5	0.007257815907922803
ENSG00000104953.20	TLE6	141.15020758456723	1.5396365848158131	0.3515257417238982	4.379868675521074	1.1875085256799686e-5	0.007673504165754968
ENSG00000235169.11	SMIM1	62.54852972022022	1.0166408386249923	0.23311830668573227	4.361051060633904	1.2943915304811268e-5	0.007963622196972367
ENSG00000170549.4	IRX1	227.60765079038535	-1.2279475938268856	0.2828379749621051	-4.341523071615144	1.4149841698065193e-5	0.007963622196972367
ENSG00000167081.18	PBX3	4316.16416782767	-0.7047717116794883	0.162218760140426	-4.3445758743896015	1.3954500670563143e-5	0.007963622196972367
ENSG00000049759.20	NEDD4L	5283.765410971606	-0.919362157528874	0.21175258398525046	-4.341680938320506	1.4139676590792976e-5	0.007963622196972367
ENSG00000008196.13	TFAP2B	249.13256909219106	-2.259766286987356	0.5220476530451795	-4.328659029124664	1.5001998623581045e-5	0.008179370937050578
ENSG00000145247.12	OCIAD2	964.6328991492629	1.1826526819192411	0.2749445468978616	4.301422578708505	1.69705069300694e-5	0.00852933606768335
ENSG00000099860.9	GADD45B	487.41369637698574	1.4469147341640278	0.3365229275854421	4.2996022426931395	1.711049248403263e-5	0.00852933606768335
ENSG00000125968.9	ID1	3792.8161647558964	1.3490687671822263	0.3136425345411431	4.3012940485126	1.698035510480192e-5	0.00852933606768335
ENSG00000159176.14	CSRP1	1130.54920050331	2.7826483735813663	0.6498634020640239	4.281897341415792	1.8530647357567115e-5	0.008980672345763153
ENSG00000196263.8	ZNF471	585.04191738547	-1.8786142658962675	0.4396716193649392	-4.272766726698745	1.9306240157719267e-5	0.009103674919776433
ENSG00000186212.4	SOWAHB	105.47065879600218	1.4110836032896477	0.3310871796221015	4.261969928585697	2.026327155009203e-5	0.009303507861433044
ENSG00000144802.11	NFKBIZ	354.8523901621979	1.2943517901302037	0.3054098540305124	4.238081296489175	2.254381425417194e-5	0.010085177622885586
ENSG00000158321.19	AUTS2	1889.9512053507447	-0.9236339495682883	0.21835555719012553	-4.229953940508444	2.337391647257127e-5	0.010195118017423774
ENSG00000114480.13	GBE1	847.9275363349077	0.8214514321986702	0.19458681306080605	4.221516449534412	2.4266424246896868e-5	0.010326251313063651
ENSG00000171291.9	ZNF439	237.0835132317399	1.6289289327707355	0.3919493704205201	4.155967723645193	3.239135537241307e-5	0.013455523266249783
ENSG00000225783.9	MIAT	10925.54235599724	-0.9192381227022607	0.22169491308828848	-4.146410532821655	3.3772805757175264e-5	0.013703119582452019
ENSG00000102755.13	FLT1	104.51643421143261	2.6596970891084992	0.6425413087364791	4.139340230651695	3.483060715061779e-5	0.013811127339927922
ENSG00000259209.3	ENSG00000259209	34.42816026498238	-1.2669051858711546	0.3100051086925776	-4.086723574376657	4.375078699391672e-5	0.016962666237397
ENSG00000171223.6	JUNB	496.5380800880715	1.2380047277442139	0.3044569227033446	4.066272222525534	4.777113115626045e-5	0.01811875924528861
